date,country,state,population,confirmed,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend,month,year
2021-01-01,Brazil,Acre,881935,41689,,,,,796,,,,,2021-01,2021
2021-01-02,Brazil,Acre,881935,41941,252,,,,798,2,,,,2021-01,2021
2021-01-03,Brazil,Acre,881935,42046,105,,,,802,4,,,,2021-01,2021
2021-01-04,Brazil,Acre,881935,42117,71,,,,806,4,,,,2021-01,2021
2021-01-05,Brazil,Acre,881935,42170,53,,,,808,2,,,,2021-01,2021
2021-01-06,Brazil,Acre,881935,42378,208,,,,814,6,,,,2021-01,2021
2021-01-07,Brazil,Acre,881935,42478,100,,,,821,7,,,,2021-01,2021
2021-01-08,Brazil,Acre,881935,42814,336,161,,,823,2,4,,,2021-01,2021
2021-01-09,Brazil,Acre,881935,42908,94,139,,,823,0,4,,,2021-01,2021
2021-01-10,Brazil,Acre,881935,43127,219,155,,,825,2,4,,,2021-01,2021
2021-01-11,Brazil,Acre,881935,43346,219,176,,,826,1,3,,,2021-01,2021
2021-01-12,Brazil,Acre,881935,43432,86,181,,,827,1,3,,,2021-01,2021
2021-01-13,Brazil,Acre,881935,43785,353,201,,,829,2,3,,,2021-01,2021
2021-01-14,Brazil,Acre,881935,44068,283,228,,,832,3,2,,,2021-01,2021
2021-01-15,Brazil,Acre,881935,44156,88,192,,,835,3,2,,,2021-01,2021
2021-01-16,Brazil,Acre,881935,44621,465,245,,,835,0,2,,,2021-01,2021
2021-01-17,Brazil,Acre,881935,44767,146,235,,,836,1,2,,,2021-01,2021
2021-01-18,Brazil,Acre,881935,44775,8,205,,,837,1,2,,,2021-01,2021
2021-01-19,Brazil,Acre,881935,45208,433,254,,,839,2,2,,,2021-01,2021
2021-01-20,Brazil,Acre,881935,45429,221,235,,,840,1,2,,,2021-01,2021
2021-01-21,Brazil,Acre,881935,45729,300,238,,,844,4,2,,,2021-01,2021
2021-01-22,Brazil,Acre,881935,45987,258,262,1.6273291925465838,Upward,846,2,2,0.5,Downward,2021-01,2021
2021-01-23,Brazil,Acre,881935,46239,252,232,1.669064748201439,Upward,848,2,2,0.5,Downward,2021-01,2021
2021-01-24,Brazil,Acre,881935,46429,190,238,1.5354838709677419,Upward,850,2,2,0.5,Downward,2021-01,2021
2021-01-25,Brazil,Acre,881935,46539,110,252,1.4318181818181819,Upward,854,4,3,1.0,Stable,2021-01,2021
2021-01-26,Brazil,Acre,881935,46774,235,224,1.2375690607734806,Upward,856,2,3,1.0,Stable,2021-01,2021
2021-01-27,Brazil,Acre,881935,47119,345,242,1.2039800995024876,Upward,858,2,3,1.0,Stable,2021-01,2021
2021-01-28,Brazil,Acre,881935,47461,342,248,1.087719298245614,Stable,860,2,3,1.5,Upward,2021-01,2021
2021-01-29,Brazil,Acre,881935,47936,475,279,1.453125,Upward,861,1,3,1.5,Upward,2021-01,2021
2021-01-30,Brazil,Acre,881935,48347,411,302,1.2326530612244897,Upward,864,3,3,1.5,Upward,2021-01,2021
2021-01-31,Brazil,Acre,881935,48467,120,292,1.2425531914893617,Upward,867,3,3,1.5,Upward,2021-01,2021
2021-02-01,Brazil,Acre,881935,48820,353,326,1.5902439024390245,Upward,873,6,3,1.5,Upward,2021-02,2021
2021-02-02,Brazil,Acre,881935,49049,229,325,1.279527559055118,Upward,876,3,3,1.5,Upward,2021-02,2021
2021-02-03,Brazil,Acre,881935,49547,498,347,1.476595744680851,Upward,879,3,3,1.5,Upward,2021-02,2021
2021-02-04,Brazil,Acre,881935,49944,397,355,1.4915966386554622,Upward,882,3,4,2.0,Upward,2021-02,2021
2021-02-05,Brazil,Acre,881935,50122,178,313,1.1946564885496183,Upward,884,2,4,2.0,Upward,2021-02,2021
2021-02-06,Brazil,Acre,887777,50454,332,301,1.2974137931034482,Upward,886,2,4,2.0,Upward,2021-02,2021
2021-02-07,Brazil,Acre,881935,50546,92,297,1.2478991596638656,Upward,888,2,3,1.5,Upward,2021-02,2021
2021-02-08,Brazil,Acre,884517,50694,148,268,1.0634920634920635,Stable,893,5,3,1.0,Stable,2021-02,2021
2021-02-09,Brazil,Acre,881935,51269,575,318,1.4196428571428572,Upward,900,7,4,1.3333333333333333,Upward,2021-02,2021
2021-02-10,Brazil,Acre,881935,51679,410,305,1.2603305785123966,Upward,902,2,4,1.3333333333333333,Upward,2021-02,2021
2021-02-11,Brazil,Acre,881935,52172,493,319,1.2862903225806452,Upward,907,5,4,1.3333333333333333,Upward,2021-02,2021
2021-02-12,Brazil,Acre,881935,52548,376,347,1.2437275985663083,Upward,910,3,4,1.3333333333333333,Upward,2021-02,2021
2021-02-13,Brazil,Acre,881935,52920,372,353,1.1688741721854305,Upward,917,7,5,1.6666666666666667,Upward,2021-02,2021
2021-02-14,Brazil,Acre,881935,53027,107,355,1.2157534246575343,Upward,921,4,5,1.6666666666666667,Upward,2021-02,2021
2021-02-15,Brazil,Acre,881935,53455,428,395,1.2116564417177915,Upward,931,10,6,2.0,Upward,2021-02,2021
2021-02-16,Brazil,Acre,881935,53590,135,332,1.0215384615384615,Stable,932,1,5,1.6666666666666667,Upward,2021-02,2021
2021-02-17,Brazil,Acre,881935,53892,302,317,0.9135446685878963,Stable,940,8,6,2.0,Upward,2021-02,2021
2021-02-18,Brazil,Acre,881935,54130,238,280,0.7887323943661971,Stable,948,8,6,1.5,Upward,2021-02,2021
2021-02-19,Brazil,Acre,881935,54562,432,288,0.9201277955271565,Stable,951,3,6,1.5,Upward,2021-02,2021
2021-02-20,Brazil,Acre,881935,54743,181,261,0.867109634551495,Stable,957,6,6,1.5,Upward,2021-02,2021
2021-02-21,Brazil,Acre,881935,54786,43,252,0.8484848484848485,Stable,963,6,6,2.0,Upward,2021-02,2021
2021-02-22,Brazil,Acre,881935,54969,183,217,0.8097014925373134,Stable,968,5,6,2.0,Upward,2021-02,2021
2021-02-23,Brazil,Acre,881935,55591,622,286,0.89937106918239,Stable,974,6,6,1.5,Upward,2021-02,2021
2021-02-24,Brazil,Acre,881935,55881,290,285,0.9344262295081968,Stable,975,1,5,1.25,Upward,2021-02,2021
2021-02-25,Brazil,Acre,881935,56257,376,304,0.9529780564263323,Stable,982,7,5,1.25,Upward,2021-02,2021
2021-02-26,Brazil,Acre,881935,56731,474,310,0.8933717579250721,Stable,986,4,5,1.25,Upward,2021-02,2021
2021-02-27,Brazil,Acre,881935,57337,606,371,1.0509915014164306,Stable,996,10,6,1.2,Upward,2021-02,2021
2021-02-28,Brazil,Acre,881935,57534,197,393,1.1070422535211268,Stable,998,2,5,1.0,Stable,2021-02,2021
2021-03-01,Brazil,Acre,881935,57894,360,418,1.058227848101266,Stable,1012,14,7,1.1666666666666667,Upward,2021-03,2021
2021-03-02,Brazil,Acre,881935,58081,187,356,1.072289156626506,Stable,1020,8,7,1.4,Upward,2021-03,2021
2021-03-03,Brazil,Acre,881935,58506,425,375,1.1829652996845426,Upward,1030,10,8,1.3333333333333333,Upward,2021-03,2021
2021-03-04,Brazil,Acre,881935,58884,378,376,1.3428571428571427,Upward,1037,7,8,1.3333333333333333,Upward,2021-03,2021
2021-03-05,Brazil,Acre,881935,59500,616,396,1.375,Upward,1047,10,9,1.5,Upward,2021-03,2021
2021-03-06,Brazil,Acre,881950,60070,570,391,1.4980842911877394,Upward,1054,7,9,1.5,Upward,2021-03,2021
2021-03-07,Brazil,Acre,881935,60288,218,394,1.5634920634920635,Upward,1063,9,10,1.6666666666666667,Upward,2021-03,2021
2021-03-08,Brazil,Acre,881935,60656,368,395,1.8202764976958525,Upward,1066,3,8,1.3333333333333333,Upward,2021-03,2021
2021-03-09,Brazil,Acre,881935,60721,65,378,1.3216783216783217,Upward,1071,5,8,1.3333333333333333,Upward,2021-03,2021
2021-03-10,Brazil,Acre,881935,61121,400,374,1.312280701754386,Upward,1083,12,8,1.6,Upward,2021-03,2021
2021-03-11,Brazil,Acre,881935,61394,273,359,1.180921052631579,Upward,1094,11,9,1.8,Upward,2021-03,2021
2021-03-12,Brazil,Acre,881935,61709,315,316,1.0193548387096774,Stable,1106,12,9,1.8,Upward,2021-03,2021
2021-03-13,Brazil,Acre,881935,62332,623,324,0.8733153638814016,Stable,1117,11,9,1.5,Upward,2021-03,2021
2021-03-14,Brazil,Acre,881935,62620,288,334,0.8498727735368957,Stable,1122,5,9,1.8,Upward,2021-03,2021
2021-03-15,Brazil,Acre,881935,62940,320,327,0.7822966507177034,Stable,1129,7,9,1.2857142857142858,Upward,2021-03,2021
2021-03-16,Brazil,Acre,881935,63378,438,380,1.0674157303370786,Stable,1140,11,10,1.4285714285714286,Upward,2021-03,2021
2021-03-17,Brazil,Acre,881935,63721,343,372,0.992,Stable,1144,4,9,1.125,Stable,2021-03,2021
2021-03-18,Brazil,Acre,881935,64234,513,406,1.0797872340425532,Stable,1156,12,9,1.125,Stable,2021-03,2021
2021-03-19,Brazil,Acre,881935,64878,644,453,1.143939393939394,Stable,1168,12,9,1.0,Stable,2021-03,2021
2021-03-20,Brazil,Acre,881935,65275,397,421,1.0767263427109974,Stable,1176,8,9,1.0,Stable,2021-03,2021
2021-03-21,Brazil,Acre,881935,65446,171,404,1.0253807106598984,Stable,1181,5,9,0.9,Stable,2021-03,2021
2021-03-22,Brazil,Acre,881935,65959,513,432,1.0936708860759494,Stable,1190,9,9,1.125,Stable,2021-03,2021
2021-03-23,Brazil,Acre,881935,66290,331,416,1.1005291005291005,Stable,1201,11,9,1.125,Stable,2021-03,2021
2021-03-24,Brazil,Acre,881935,66744,454,432,1.1550802139037433,Upward,1210,9,10,1.25,Upward,2021-03,2021
2021-03-25,Brazil,Acre,881935,67292,548,437,1.2172701949860725,Upward,1217,7,9,1.0,Stable,2021-03,2021
2021-03-26,Brazil,Acre,881935,67777,485,415,1.3132911392405062,Upward,1224,7,8,0.8888888888888888,Stable,2021-03,2021
2021-03-27,Brazil,Acre,881935,68575,798,472,1.4567901234567902,Upward,1229,5,8,0.8888888888888888,Stable,2021-03,2021
2021-03-28,Brazil,Acre,881935,68742,167,471,1.410179640718563,Upward,1234,5,8,0.8888888888888888,Stable,2021-03,2021
2021-03-29,Brazil,Acre,881935,68905,163,421,1.2874617737003058,Upward,1240,6,8,0.8888888888888888,Stable,2021-03,2021
2021-03-30,Brazil,Acre,881935,69103,198,402,1.0578947368421052,Stable,1253,13,8,0.8,Stable,2021-03,2021
2021-03-31,Brazil,Acre,881935,69657,554,417,1.1209677419354838,Stable,1262,9,8,0.8888888888888888,Stable,2021-03,2021
2021-04-01,Brazil,Acre,881935,69988,331,386,0.9507389162561576,Stable,1269,7,8,0.8888888888888888,Stable,2021-04,2021
2021-04-02,Brazil,Acre,881935,70851,863,440,0.9713024282560706,Stable,1280,11,8,0.8888888888888888,Stable,2021-04,2021
2021-04-03,Brazil,Acre,881935,71062,211,356,0.8456057007125891,Stable,1284,4,8,0.8888888888888888,Stable,2021-04,2021
2021-04-04,Brazil,Acre,881935,71157,95,345,0.8539603960396039,Stable,1291,7,9,1.0,Stable,2021-04,2021
2021-04-05,Brazil,Acre,881935,71330,173,347,0.8032407407407407,Stable,1298,7,9,1.0,Stable,2021-04,2021
2021-04-06,Brazil,Acre,881935,71420,90,331,0.7956730769230769,Stable,1306,8,8,0.8888888888888888,Stable,2021-04,2021
2021-04-07,Brazil,Acre,881935,71880,460,318,0.7361111111111112,Downward,1318,12,8,0.8,Stable,2021-04,2021
2021-04-08,Brazil,Acre,881935,72403,523,345,0.7894736842105263,Stable,1325,7,8,0.8888888888888888,Stable,2021-04,2021
2021-04-09,Brazil,Acre,881935,72897,494,293,0.7060240963855422,Downward,1334,9,8,1.0,Stable,2021-04,2021
2021-04-10,Brazil,Acre,881935,73275,378,317,0.6716101694915254,Downward,1339,5,8,1.0,Stable,2021-04,2021
2021-04-11,Brazil,Acre,881935,73425,150,324,0.6878980891719745,Downward,1343,4,8,1.0,Stable,2021-04,2021
2021-04-12,Brazil,Acre,881935,73613,188,327,0.7767220902612827,Stable,1353,10,8,1.0,Stable,2021-04,2021
2021-04-13,Brazil,Acre,881935,74007,394,370,0.9203980099502488,Stable,1367,14,9,1.125,Stable,2021-04,2021
2021-04-14,Brazil,Acre,881935,74533,526,379,0.9088729016786571,Stable,1374,7,8,1.0,Stable,2021-04,2021
2021-04-15,Brazil,Acre,881935,74664,131,323,0.8367875647668394,Stable,1383,9,9,1.125,Stable,2021-04,2021
2021-04-16,Brazil,Acre,881935,75047,383,308,0.7,Downward,1395,12,9,1.125,Stable,2021-04,2021
2021-04-17,Brazil,Acre,881935,75334,287,295,0.8286516853932584,Stable,1405,10,10,1.25,Upward,2021-04,2021
2021-04-18,Brazil,Acre,881935,75405,71,283,0.8202898550724638,Stable,1418,13,11,1.2222222222222223,Upward,2021-04,2021
2021-04-19,Brazil,Acre,881935,75599,194,284,0.8184438040345822,Stable,1433,15,12,1.3333333333333333,Upward,2021-04,2021
2021-04-20,Brazil,Acre,881935,75640,41,234,0.7069486404833837,Downward,1445,12,12,1.5,Upward,2021-04,2021
2021-04-21,Brazil,Acre,881935,75879,239,193,0.6069182389937107,Downward,1449,4,11,1.375,Upward,2021-04,2021
2021-04-22,Brazil,Acre,881935,76212,333,222,0.6434782608695652,Downward,1458,9,11,1.375,Upward,2021-04,2021
2021-04-23,Brazil,Acre,881935,76376,164,190,0.6484641638225256,Downward,1465,7,10,1.25,Upward,2021-04,2021
2021-04-24,Brazil,Acre,881935,76603,227,182,0.5741324921135647,Downward,1476,11,11,1.375,Upward,2021-04,2021
2021-04-25,Brazil,Acre,881935,76747,144,192,0.5925925925925926,Downward,1480,4,9,1.125,Stable,2021-04,2021
2021-04-26,Brazil,Acre,881935,76971,224,196,0.599388379204893,Downward,1488,8,8,1.0,Stable,2021-04,2021
2021-04-27,Brazil,Acre,881935,77146,175,216,0.5837837837837838,Downward,1500,12,8,0.8888888888888888,Stable,2021-04,2021
2021-04-28,Brazil,Acre,881935,77298,152,203,0.5356200527704486,Downward,1517,17,10,1.25,Upward,2021-04,2021
2021-04-29,Brazil,Acre,881935,77535,237,189,0.5851393188854489,Downward,1525,8,10,1.1111111111111112,Stable,2021-04,2021
2021-04-30,Brazil,Acre,881935,77803,268,204,0.6623376623376623,Downward,1529,4,10,1.1111111111111112,Stable,2021-04,2021
2021-05-01,Brazil,Acre,881935,78016,213,202,0.6847457627118644,Downward,1534,5,9,0.9,Stable,2021-05,2021
2021-05-02,Brazil,Acre,881935,78152,136,201,0.7102473498233216,Downward,1546,12,10,0.9090909090909091,Stable,2021-05,2021
2021-05-03,Brazil,Acre,881935,78325,173,194,0.6830985915492958,Downward,1552,6,10,0.8333333333333334,Stable,2021-05,2021
2021-05-04,Brazil,Acre,881935,78440,115,185,0.7905982905982906,Stable,1555,3,8,0.6666666666666666,Downward,2021-05,2021
2021-05-05,Brazil,Acre,881935,78610,170,188,0.9740932642487047,Stable,1563,8,7,0.6363636363636364,Downward,2021-05,2021
2021-05-06,Brazil,Acre,881935,78889,279,194,0.8738738738738738,Stable,1568,5,7,0.6363636363636364,Downward,2021-05,2021
2021-05-07,Brazil,Acre,881935,79100,211,186,0.9789473684210527,Stable,1575,7,7,0.7,Downward,2021-05,2021
2021-05-08,Brazil,Acre,881935,79276,176,180,0.989010989010989,Stable,1585,10,8,0.7272727272727273,Downward,2021-05,2021
2021-05-09,Brazil,Acre,881935,79351,75,172,0.8958333333333334,Stable,1589,4,7,0.7777777777777778,Stable,2021-05,2021
2021-05-10,Brazil,Acre,881935,79476,125,165,0.8418367346938775,Stable,1596,7,7,0.875,Stable,2021-05,2021
2021-05-11,Brazil,Acre,881935,79510,34,153,0.7083333333333334,Downward,1599,3,7,0.875,Stable,2021-05,2021
2021-05-12,Brazil,Acre,881935,79718,208,159,0.7832512315270936,Stable,1601,2,6,0.6,Downward,2021-05,2021
2021-05-13,Brazil,Acre,881935,79955,237,153,0.8095238095238095,Stable,1607,6,6,0.6,Downward,2021-05,2021
2021-05-14,Brazil,Acre,881935,80177,222,154,0.7549019607843137,Stable,1608,1,5,0.5,Downward,2021-05,2021
2021-05-15,Brazil,Acre,881935,80338,161,152,0.7524752475247525,Stable,1612,4,4,0.4444444444444444,Downward,2021-05,2021
2021-05-16,Brazil,Acre,881935,80399,61,150,0.746268656716418,Downward,1614,2,4,0.4,Downward,2021-05,2021
2021-05-17,Brazil,Acre,881935,80561,162,155,0.7989690721649485,Stable,1620,6,4,0.4,Downward,2021-05,2021
2021-05-18,Brazil,Acre,881935,80590,29,155,0.8378378378378378,Stable,1625,5,4,0.5,Downward,2021-05,2021
2021-05-19,Brazil,Acre,881935,80688,98,139,0.7393617021276596,Downward,1631,6,5,0.7142857142857143,Downward,2021-05,2021
2021-05-20,Brazil,Acre,881935,80797,109,121,0.6237113402061856,Downward,1632,1,4,0.5714285714285714,Downward,2021-05,2021
2021-05-21,Brazil,Acre,881935,81235,438,152,0.8172043010752689,Stable,1632,0,4,0.5714285714285714,Downward,2021-05,2021
2021-05-22,Brazil,Acre,881935,81348,113,145,0.8055555555555556,Stable,1633,1,3,0.375,Downward,2021-05,2021
2021-05-23,Brazil,Acre,881935,81413,65,145,0.8430232558139535,Stable,1635,2,3,0.42857142857142855,Downward,2021-05,2021
2021-05-24,Brazil,Acre,881935,81505,92,135,0.8181818181818182,Stable,1642,7,4,0.5714285714285714,Downward,2021-05,2021
2021-05-25,Brazil,Acre,881935,81651,146,152,0.9934640522875817,Stable,1649,7,4,0.5714285714285714,Downward,2021-05,2021
2021-05-26,Brazil,Acre,881935,81850,199,166,1.0440251572327044,Stable,1652,3,3,0.5,Downward,2021-05,2021
2021-05-27,Brazil,Acre,881935,81980,130,169,1.1045751633986929,Stable,1652,0,3,0.5,Downward,2021-05,2021
2021-05-28,Brazil,Acre,881935,82149,169,131,0.8506493506493507,Stable,1655,3,4,0.8,Stable,2021-05,2021
2021-05-29,Brazil,Acre,881935,82207,58,123,0.8092105263157895,Stable,1657,2,4,1.0,Stable,2021-05,2021
2021-05-30,Brazil,Acre,881935,82478,271,153,1.02,Stable,1659,2,4,1.0,Stable,2021-05,2021
2021-05-31,Brazil,Acre,881935,82524,46,146,0.9419354838709677,Stable,1662,3,3,0.75,Stable,2021-05,2021
2021-06-01,Brazil,Acre,881935,82581,57,133,0.8580645161290322,Stable,1669,7,3,0.75,Stable,2021-06,2021
2021-06-02,Brazil,Acre,881935,82753,172,129,0.9280575539568345,Stable,1676,7,4,0.8,Stable,2021-06,2021
2021-06-03,Brazil,Acre,881935,82937,184,137,1.1322314049586777,Stable,1680,4,4,1.0,Stable,2021-06,2021
2021-06-04,Brazil,Acre,881935,83123,186,140,0.9210526315789473,Stable,1682,2,4,1.0,Stable,2021-06,2021
2021-06-05,Brazil,Acre,881935,83240,117,148,1.0206896551724138,Stable,1686,4,5,1.6666666666666667,Upward,2021-06,2021
2021-06-06,Brazil,Acre,881935,83306,66,119,0.8206896551724138,Stable,1690,4,5,1.6666666666666667,Upward,2021-06,2021
2021-06-07,Brazil,Acre,881935,83350,44,118,0.8740740740740741,Stable,1692,2,5,1.25,Upward,2021-06,2021
2021-06-08,Brazil,Acre,881935,83409,59,119,0.7828947368421053,Stable,1697,5,4,1.0,Stable,2021-06,2021
2021-06-09,Brazil,Acre,881935,83473,64,103,0.6204819277108434,Downward,1697,0,3,1.0,Stable,2021-06,2021
2021-06-10,Brazil,Acre,881935,83665,192,104,0.6153846153846154,Downward,1699,2,3,1.0,Stable,2021-06,2021
2021-06-11,Brazil,Acre,881935,84039,374,131,1.0,Stable,1701,2,3,0.75,Stable,2021-06,2021
2021-06-12,Brazil,Acre,881935,84104,65,124,1.008130081300813,Stable,1707,6,3,0.75,Stable,2021-06,2021
2021-06-13,Brazil,Acre,881935,84174,70,124,0.8104575163398693,Stable,1712,5,4,1.0,Stable,2021-06,2021
2021-06-14,Brazil,Acre,881935,84337,163,141,0.9657534246575342,Stable,1719,7,4,1.3333333333333333,Upward,2021-06,2021
2021-06-15,Brazil,Acre,881935,84404,67,143,1.0751879699248121,Stable,1721,2,4,1.3333333333333333,Upward,2021-06,2021
2021-06-16,Brazil,Acre,881935,84450,46,140,1.0852713178294573,Stable,1723,2,4,1.0,Stable,2021-06,2021
2021-06-17,Brazil,Acre,881935,84487,37,118,0.8613138686131386,Stable,1725,2,4,1.0,Stable,2021-06,2021
2021-06-18,Brazil,Acre,881935,84687,200,93,0.6642857142857143,Downward,1728,3,4,1.0,Stable,2021-06,2021
2021-06-19,Brazil,Acre,881935,84812,125,102,0.6891891891891891,Downward,1729,1,4,0.8,Stable,2021-06,2021
2021-06-20,Brazil,Acre,881935,84849,37,97,0.8151260504201681,Stable,1730,1,3,0.6,Downward,2021-06,2021
2021-06-21,Brazil,Acre,881935,84918,69,83,0.7033898305084746,Downward,1732,2,2,0.4,Downward,2021-06,2021
2021-06-22,Brazil,Acre,881935,84937,19,77,0.6470588235294118,Downward,1734,2,2,0.5,Downward,2021-06,2021
2021-06-23,Brazil,Acre,881935,85043,106,85,0.8252427184466019,Stable,1734,0,2,0.6666666666666666,Downward,2021-06,2021
2021-06-24,Brazil,Acre,881935,85128,85,92,0.8846153846153846,Stable,1735,1,2,0.6666666666666666,Downward,2021-06,2021
2021-06-25,Brazil,Acre,881935,85273,145,84,0.6412213740458015,Downward,1736,1,2,0.6666666666666666,Downward,2021-06,2021
2021-06-26,Brazil,Acre,881935,85383,110,82,0.6612903225806451,Downward,1736,0,1,0.3333333333333333,Downward,2021-06,2021
2021-06-27,Brazil,Acre,881935,85463,80,88,0.7096774193548387,Downward,1736,0,1,0.25,Downward,2021-06,2021
2021-06-28,Brazil,Acre,881935,85496,33,83,0.5886524822695035,Downward,1736,0,1,0.25,Downward,2021-06,2021
2021-06-29,Brazil,Acre,881935,85526,30,85,0.5944055944055944,Downward,1738,2,1,0.25,Downward,2021-06,2021
2021-06-30,Brazil,Acre,881935,85556,30,74,0.5285714285714286,Downward,1738,0,1,0.25,Downward,2021-06,2021
2021-07-01,Brazil,Acre,881935,85736,180,87,0.7372881355932204,Downward,1741,3,1,0.25,Downward,2021-07,2021
2021-07-02,Brazil,Acre,881935,85797,61,75,0.8064516129032258,Stable,1742,1,1,0.25,Downward,2021-07,2021
2021-07-03,Brazil,Acre,881935,85871,74,70,0.6862745098039216,Downward,1746,4,2,0.5,Downward,2021-07,2021
2021-07-04,Brazil,Acre,881935,85897,26,62,0.6391752577319587,Downward,1752,6,3,1.0,Stable,2021-07,2021
2021-07-05,Brazil,Acre,881935,85983,86,70,0.8433734939759037,Stable,1757,5,3,1.5,Upward,2021-07,2021
2021-07-06,Brazil,Acre,881935,85997,14,68,0.8831168831168831,Stable,1760,3,4,2.0,Upward,2021-07,2021
2021-07-07,Brazil,Acre,881935,86120,123,81,0.9529411764705882,Stable,1761,1,4,2.0,Upward,2021-07,2021
2021-07-08,Brazil,Acre,881935,86296,176,80,0.8695652173913043,Stable,1761,0,3,1.5,Upward,2021-07,2021
2021-07-09,Brazil,Acre,881935,86400,104,87,1.0357142857142858,Stable,1764,3,4,2.0,Upward,2021-07,2021
2021-07-10,Brazil,Acre,881935,86454,54,84,1.024390243902439,Stable,1766,2,3,3.0,Upward,2021-07,2021
2021-07-11,Brazil,Acre,881935,86467,13,82,0.9318181818181818,Stable,1766,0,2,2.0,Upward,2021-07,2021
2021-07-12,Brazil,Acre,881935,86481,14,72,0.8674698795180723,Stable,1767,1,2,2.0,Upward,2021-07,2021
2021-07-13,Brazil,Acre,881935,86492,11,71,0.8352941176470589,Stable,1770,3,2,2.0,Upward,2021-07,2021
2021-07-14,Brazil,Acre,881935,86544,52,61,0.8243243243243243,Stable,1771,1,2,2.0,Upward,2021-07,2021
2021-07-15,Brazil,Acre,881935,86595,51,43,0.4942528735632184,Downward,1774,3,2,2.0,Upward,2021-07,2021
2021-07-16,Brazil,Acre,881935,86644,49,35,0.4666666666666667,Downward,1776,2,2,2.0,Upward,2021-07,2021
2021-07-17,Brazil,Acre,881935,86664,20,30,0.42857142857142855,Downward,1776,0,2,1.0,Stable,2021-07,2021
2021-07-18,Brazil,Acre,881935,86680,16,31,0.5,Downward,1777,1,2,0.6666666666666666,Downward,2021-07,2021
2021-07-19,Brazil,Acre,881935,86729,49,36,0.5142857142857142,Downward,1779,2,2,0.6666666666666666,Downward,2021-07,2021
2021-07-20,Brazil,Acre,881935,86743,14,36,0.5294117647058824,Downward,1780,1,2,0.5,Downward,2021-07,2021
2021-07-21,Brazil,Acre,881935,86757,14,31,0.38271604938271603,Downward,1791,11,3,0.75,Stable,2021-07,2021
2021-07-22,Brazil,Acre,881935,86844,87,36,0.45,Downward,1793,2,3,1.0,Stable,2021-07,2021
2021-07-23,Brazil,Acre,881935,86855,11,31,0.3563218390804598,Downward,1796,3,3,0.75,Stable,2021-07,2021
2021-07-24,Brazil,Acre,881935,86936,81,39,0.4642857142857143,Downward,1796,0,3,1.0,Stable,2021-07,2021
2021-07-25,Brazil,Acre,881935,86952,16,39,0.47560975609756095,Downward,1796,0,3,1.5,Upward,2021-07,2021
2021-07-26,Brazil,Acre,881935,86987,35,37,0.5138888888888888,Downward,1797,1,3,1.5,Upward,2021-07,2021
2021-07-27,Brazil,Acre,881935,86999,12,37,0.5211267605633803,Downward,1797,0,3,1.5,Upward,2021-07,2021
2021-07-28,Brazil,Acre,881935,87053,54,43,0.7049180327868853,Downward,1798,1,1,0.5,Downward,2021-07,2021
2021-07-29,Brazil,Acre,881935,87073,20,33,0.7674418604651163,Stable,1798,0,1,0.5,Downward,2021-07,2021
2021-07-30,Brazil,Acre,881935,87128,55,39,1.1142857142857143,Stable,1798,0,1,0.5,Downward,2021-07,2021
2021-07-31,Brazil,Acre,881935,87141,13,30,1.0,Stable,1799,1,1,0.5,Downward,2021-07,2021
2021-08-01,Brazil,Acre,881935,87147,6,28,0.9032258064516129,Stable,1800,1,1,0.5,Downward,2021-08,2021
2021-08-02,Brazil,Acre,881935,87186,39,29,0.8055555555555556,Stable,1802,2,1,0.5,Downward,2021-08,2021
2021-08-03,Brazil,Acre,881935,87188,2,27,0.75,Stable,1802,0,1,0.5,Downward,2021-08,2021
2021-08-04,Brazil,Acre,881935,87232,44,26,0.8387096774193549,Stable,1802,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-05,Brazil,Acre,881935,87291,59,32,0.8888888888888888,Stable,1802,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-06,Brazil,Acre,881935,87379,88,36,1.1612903225806452,Upward,1804,2,1,0.3333333333333333,Downward,2021-08,2021
2021-08-07,Brazil,Acre,881935,87389,10,36,0.9230769230769231,Stable,1804,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-08,Brazil,Acre,881935,87389,0,35,0.8974358974358975,Stable,1804,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-09,Brazil,Acre,881935,87422,33,34,0.918918918918919,Stable,1804,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-10,Brazil,Acre,881935,87423,1,34,0.918918918918919,Stable,1804,0,1,0.3333333333333333,Downward,2021-08,2021
2021-08-11,Brazil,Acre,881935,87468,45,34,0.7906976744186046,Stable,1805,1,1,1.0,Stable,2021-08,2021
2021-08-12,Brazil,Acre,881935,87476,8,27,0.8181818181818182,Stable,1807,2,1,1.0,Stable,2021-08,2021
2021-08-13,Brazil,Acre,881935,87485,9,16,0.41025641025641024,Downward,1807,0,1,1.0,Stable,2021-08,2021
2021-08-14,Brazil,Acre,881935,87487,2,14,0.4666666666666667,Downward,1807,0,1,1.0,Stable,2021-08,2021
2021-08-15,Brazil,Acre,881935,87489,2,15,0.5357142857142857,Downward,1807,0,1,1.0,Stable,2021-08,2021
